"","checked","result_type","id","citation_id","site_id","treatment_id","sitename","city","lat","lon","scientificname","commonname","genus","species_id","cultivar_id","author","citation_year","treatment","date","time","raw_date","month","year","dateloc","trait","trait_description","mean","units","n","statname","stat","notes","access_level","cultivar","entity","method_name","view_url","edit_url"
"14",0,"traits",6002483093,6000000008,6000014513,NA,"MAC Field Scanner Season 6 Range 52 Column 13 E","Maricopa",33.0763807053117,-111.974847835848,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",0,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483093","https://terraref.ncsa.illinois.edu/bety/traits/6002483093/edit"
"15",0,"traits",6002483094,6000000008,6000014447,NA,"MAC Field Scanner Season 6 Range 48 Column 10 E","Maricopa",33.0762369209676,-111.974896878297,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",0,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483094","https://terraref.ncsa.illinois.edu/bety/traits/6002483094/edit"
"16",0,"traits",6002483095,6000000008,6000014216,NA,"MAC Field Scanner Season 6 Range 33 Column 8 E","Maricopa",33.0756977789053,-111.974929370026,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",14.4230769231,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483095","https://terraref.ncsa.illinois.edu/bety/traits/6002483095/edit"
"17",0,"traits",6002483097,6000000008,6000015331,NA,"MAC Field Scanner Season 6 Range 44 Column 7","Maricopa",33.0760931362596,-111.974950012884,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",23.6336996337,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483097","https://terraref.ncsa.illinois.edu/bety/traits/6002483097/edit"
"18",0,"traits",6002483100,6000000008,6000016138,NA,"MAC Field Scanner Season 6 Range 48 Column 10 W","Maricopa",33.0762369183068,-111.974905062996,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",0,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483100","https://terraref.ncsa.illinois.edu/bety/traits/6002483100/edit"
"19",0,"traits",6002483101,6000000008,6000016205,NA,"MAC Field Scanner Season 6 Range 52 Column 13 W","Maricopa",33.0763807026539,-111.97485602056,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",0,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483101","https://terraref.ncsa.illinois.edu/bety/traits/6002483101/edit"
"20",0,"traits",6002483103,6000000008,6000015904,NA,"MAC Field Scanner Season 6 Range 33 Column 8 W","Maricopa",33.0756977762433,-111.974937554674,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",10.0524475524,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483103","https://terraref.ncsa.illinois.edu/bety/traits/6002483103/edit"
"21",0,"traits",6002483105,6000000008,6000014259,NA,"MAC Field Scanner Season 6 Range 36 Column 5 E","Maricopa",33.0758055892473,-111.97497852735,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",21.8822843823,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483105","https://terraref.ncsa.illinois.edu/bety/traits/6002483105/edit"
"22",0,"traits",6002483113,6000000008,6000015877,NA,"MAC Field Scanner Season 6 Range 31 Column 13 W","Maricopa",33.0756259185918,-111.9748556753,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",8.31578947368,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483113","https://terraref.ncsa.illinois.edu/bety/traits/6002483113/edit"
"23",0,"traits",6002483114,6000000008,6000016093,NA,"MAC Field Scanner Season 6 Range 45 Column 11 W","Maricopa",33.0761290973344,-111.974888644209,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",21.5034965035,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483114","https://terraref.ncsa.illinois.edu/bety/traits/6002483114/edit"
"24",0,"traits",6002483121,6000000008,6000014094,NA,"MAC Field Scanner Season 6 Range 25 Column 9 E","Maricopa",33.0754102474167,-111.974912869047,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",1.3986013986,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483121","https://terraref.ncsa.illinois.edu/bety/traits/6002483121/edit"
"25",0,"traits",6002483122,6000000008,6000015529,NA,"MAC Field Scanner Season 6 Range 8 Column 16 W","Maricopa",33.0747992661949,-111.974806190006,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",0,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483122","https://terraref.ncsa.illinois.edu/bety/traits/6002483122/edit"
"26",0,"traits",6002483123,6000000008,6000015710,NA,"MAC Field Scanner Season 6 Range 21 Column 2 W","Maricopa",33.075266439138,-111.975035572261,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",0,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483123","https://terraref.ncsa.illinois.edu/bety/traits/6002483123/edit"
"27",0,"traits",6002483124,6000000008,6000014826,NA,"MAC Field Scanner Season 6 Range 5 Column 9","Maricopa",33.0746914050118,-111.974916632264,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",0,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483124","https://terraref.ncsa.illinois.edu/bety/traits/6002483124/edit"
"28",0,"traits",6002483125,6000000008,6000014825,NA,"MAC Field Scanner Season 6 Range 5 Column 8","Maricopa",33.0746913996924,-111.974933001374,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",0,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483125","https://terraref.ncsa.illinois.edu/bety/traits/6002483125/edit"
"29",0,"traits",6002483127,6000000008,6000014026,NA,"MAC Field Scanner Season 6 Range 21 Column 2 E","Maricopa",33.0752664418057,-111.975027387653,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",7.89743589744,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483127","https://terraref.ncsa.illinois.edu/bety/traits/6002483127/edit"
"30",0,"traits",6002483130,6000000008,6000014821,NA,"MAC Field Scanner Season 6 Range 5 Column 3","Maricopa",33.0746913731309,-111.975014846868,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",0,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483130","https://terraref.ncsa.illinois.edu/bety/traits/6002483130/edit"
"31",0,"traits",6002483131,6000000008,6000014820,NA,"MAC Field Scanner Season 6 Range 5 Column 2","Maricopa",33.0746913678213,-111.975031215982,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",0,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483131","https://terraref.ncsa.illinois.edu/bety/traits/6002483131/edit"
"32",0,"traits",6002483137,6000000008,6000015958,NA,"MAC Field Scanner Season 6 Range 36 Column 16 W","Maricopa",33.0758056450064,-111.974806649576,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",0.161172161172,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483137","https://terraref.ncsa.illinois.edu/bety/traits/6002483137/edit"
"33",0,"traits",6002483138,6000000008,6000015159,NA,"MAC Field Scanner Season 6 Range 30 Column 14","Maricopa",33.0755899840726,-111.974835197265,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",2.76806526807,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483138","https://terraref.ncsa.illinois.edu/bety/traits/6002483138/edit"
"34",0,"traits",6002483139,6000000008,6000015903,NA,"MAC Field Scanner Season 6 Range 33 Column 7 W","Maricopa",33.0756977709181,-111.974953923917,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",7.48834498834,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483139","https://terraref.ncsa.illinois.edu/bety/traits/6002483139/edit"
"35",0,"traits",6002483142,6000000008,6000015300,NA,"MAC Field Scanner Season 6 Range 41 Column 15","Maricopa",33.0759853524229,-111.974819008678,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",18.5567765568,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483142","https://terraref.ncsa.illinois.edu/bety/traits/6002483142/edit"
"36",0,"traits",6002483145,6000000008,6000015161,NA,"MAC Field Scanner Season 6 Range 30 Column 16","Maricopa",33.0755899946893,-111.974802458765,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",0.135685210312,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483145","https://terraref.ncsa.illinois.edu/bety/traits/6002483145/edit"
"37",0,"traits",6002483149,6000000008,6000015235,NA,"MAC Field Scanner Season 6 Range 36 Column 13","Maricopa",33.0758056313215,-111.974851665203,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",10.4468864469,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483149","https://terraref.ncsa.illinois.edu/bety/traits/6002483149/edit"
"38",0,"traits",6002483152,6000000008,6000015237,NA,"MAC Field Scanner Season 6 Range 36 Column 16","Maricopa",33.0758056472528,-111.974802557252,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",0.0938166311301,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483152","https://terraref.ncsa.illinois.edu/bety/traits/6002483152/edit"
"39",0,"traits",6002483153,6000000008,6000014079,NA,"MAC Field Scanner Season 6 Range 24 Column 9 E","Maricopa",33.075374305337,-111.974912852582,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",5.7837995338,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483153","https://terraref.ncsa.illinois.edu/bety/traits/6002483153/edit"
"40",0,"traits",6002483160,6000000008,6000015367,NA,"MAC Field Scanner Season 6 Range 47 Column 4","Maricopa",33.0762009465373,-111.974999170472,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",0,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483160","https://terraref.ncsa.illinois.edu/bety/traits/6002483160/edit"
"41",0,"traits",6002483162,6000000008,6000014609,NA,"MAC Field Scanner Season 6 Range 47 Column 6","Maricopa",33.076200957179,-111.974966431689,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",0,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483162","https://terraref.ncsa.illinois.edu/bety/traits/6002483162/edit"
"42",0,"traits",6002483163,6000000008,6000015368,NA,"MAC Field Scanner Season 6 Range 47 Column 7","Maricopa",33.076200962508,-111.974950062299,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",0,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483163","https://terraref.ncsa.illinois.edu/bety/traits/6002483163/edit"
"43",0,"traits",6002483166,6000000008,6000015366,NA,"MAC Field Scanner Season 6 Range 47 Column 3","Maricopa",33.0762009412243,-111.975015539858,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",0,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483166","https://terraref.ncsa.illinois.edu/bety/traits/6002483166/edit"
"44",0,"traits",6002483167,6000000008,6000016147,NA,"MAC Field Scanner Season 6 Range 49 Column 3 W","Maricopa",33.0762728231642,-111.975019665182,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",0,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483167","https://terraref.ncsa.illinois.edu/bety/traits/6002483167/edit"
"45",0,"traits",6002483169,6000000008,6000014626,NA,"MAC Field Scanner Season 6 Range 44 Column 14","Maricopa",33.0760931734323,-111.974835427297,"Sorghum bicolor","sorghum","Sorghum",2588,NA,"Zongyang, Li",2016,NA,"2018 Apr 1","12:00:00 (America/Phoenix)","2018-04-01 14:00:00 -0500",4,2018,"5.0","canopy_cover","Fraction of ground covered by plant",20.9816849817,"%",NA,"",NA,"",2,NA,NA,"Canopy Cover Estimation from Field Scanner RGB images","https://terraref.ncsa.illinois.edu/bety/traits/6002483169","https://terraref.ncsa.illinois.edu/bety/traits/6002483169/edit"
